18:36:10,{'request_id': '9fae1731-98f5-42c5-9ca4-8444c0b7dd66', 'data': {'docs': [{'id': '29825f09', 'mime_type': 'text/plain', 'tags': {'delay_pod2': 0.0, 'delay_pod1': 0.0, 'weight_mb': 0.009583473205566406, 'delay_pod0': 0.0}, 'text': ''}]}, 'header': {'exec_endpoint': '/index'}, 'routes': [{'pod': 'gateway', 'pod_id': 'ea27621d-f9d3-43f1-9a52-2ee5361cacf7', 'start_time': '2021-08-05T14:36:10.034783Z', 'end_time': '2021-08-05T14:36:10.049809Z'}, {'pod': 'pod0/ZEDRuntime', 'pod_id': 'd667a043-bdef-4bdf-a580-ecd22e07a9f0', 'start_time': '2021-08-05T14:36:10.036301Z', 'end_time': '2021-08-05T14:36:10.045633Z'}, {'pod': 'pod1/ZEDRuntime', 'pod_id': '4e9ec04f-e27f-4266-b843-3cedeb95c4bd', 'start_time': '2021-08-05T14:36:10.046503Z', 'end_time': '2021-08-05T14:36:10.048985Z'}, {'pod': 'gateway', 'pod_id': 'c01df0d2-d849-4358-9e9e-d6e26ff91ffe', 'start_time': '2021-08-05T14:36:10.049777Z'}], 'status': {}}
18:50:34,{'request_id': '31f65ae1-4943-4837-9777-fbdca248dee6', 'data': {'docs': [{'id': '3b43de20', 'mime_type': 'text/plain', 'tags': {'delay_pod0': 0.0, 'weight_mb': 0.009583473205566406, 'delay_pod1': 0.0, 'delay_pod2': 0.0}, 'text': ''}]}, 'header': {'exec_endpoint': '/index'}, 'routes': [{'pod': 'gateway', 'pod_id': 'ea27621d-f9d3-43f1-9a52-2ee5361cacf7', 'start_time': '2021-08-05T14:50:34.777655Z', 'end_time': '2021-08-05T14:50:34.794629Z'}, {'pod': 'pod0/ZEDRuntime', 'pod_id': 'd667a043-bdef-4bdf-a580-ecd22e07a9f0', 'start_time': '2021-08-05T14:50:34.778651Z', 'end_time': '2021-08-05T14:50:34.786776Z'}, {'pod': 'pod1/ZEDRuntime', 'pod_id': '4e9ec04f-e27f-4266-b843-3cedeb95c4bd', 'start_time': '2021-08-05T14:50:34.788942Z', 'end_time': '2021-08-05T14:50:34.793733Z'}, {'pod': 'gateway', 'pod_id': 'c01df0d2-d849-4358-9e9e-d6e26ff91ffe', 'start_time': '2021-08-05T14:50:34.794598Z'}], 'status': {}}
18:50:34,{'request_id': '43d2cc6c-1a51-4e3d-bf3f-d024fee79a34', 'data': {'docs': [{'id': 'c6667726', 'mime_type': 'text/plain', 'tags': {'delay_pod2': 0.0, 'delay_pod0': 0.0, 'delay_pod1': 0.0, 'weight_mb': 0.009583473205566406}, 'text': ''}]}, 'header': {'exec_endpoint': '/index'}, 'routes': [{'pod': 'gateway', 'pod_id': 'ea27621d-f9d3-43f1-9a52-2ee5361cacf7', 'start_time': '2021-08-05T14:50:34.790599Z', 'end_time': '2021-08-05T14:50:34.807391Z'}, {'pod': 'pod0/ZEDRuntime', 'pod_id': 'd667a043-bdef-4bdf-a580-ecd22e07a9f0', 'start_time': '2021-08-05T14:50:34.796738Z', 'end_time': '2021-08-05T14:50:34.803254Z'}, {'pod': 'pod1/ZEDRuntime', 'pod_id': '4e9ec04f-e27f-4266-b843-3cedeb95c4bd', 'start_time': '2021-08-05T14:50:34.804126Z', 'end_time': '2021-08-05T14:50:34.806618Z'}, {'pod': 'gateway', 'pod_id': 'c01df0d2-d849-4358-9e9e-d6e26ff91ffe', 'start_time': '2021-08-05T14:50:34.807367Z'}], 'status': {}}
18:50:34,{'request_id': 'c5646206-2d20-4e04-a7f9-db276bc3471c', 'data': {'docs': [{'id': 'fd549e6a', 'mime_type': 'text/plain', 'tags': {'weight_mb': 0.009583473205566406, 'delay_pod0': 0.0, 'delay_pod1': 0.0, 'delay_pod2': 0.0}, 'text': ''}]}, 'header': {'exec_endpoint': '/index'}, 'routes': [{'pod': 'gateway', 'pod_id': 'ea27621d-f9d3-43f1-9a52-2ee5361cacf7', 'start_time': '2021-08-05T14:50:34.782709Z', 'end_time': '2021-08-05T14:50:34.799881Z'}, {'pod': 'pod0/ZEDRuntime', 'pod_id': 'd667a043-bdef-4bdf-a580-ecd22e07a9f0', 'start_time': '2021-08-05T14:50:34.787791Z', 'end_time': '2021-08-05T14:50:34.795920Z'}, {'pod': 'pod1/ZEDRuntime', 'pod_id': '4e9ec04f-e27f-4266-b843-3cedeb95c4bd', 'start_time': '2021-08-05T14:50:34.796774Z', 'end_time': '2021-08-05T14:50:34.799093Z'}, {'pod': 'gateway', 'pod_id': 'c01df0d2-d849-4358-9e9e-d6e26ff91ffe', 'start_time': '2021-08-05T14:50:34.799854Z'}], 'status': {}}
19:12:27,{'request_id': '8b82b7a9-0d56-47b1-be91-6868c7c0f979', 'data': {'docs': [{'id': 'c9a6154f', 'mime_type': 'text/plain', 'tags': {'delay_pod0': 0.0, 'delay_pod1': 0.0, 'weight_mb': 0.009583473205566406, 'delay_pod2': 0.0}, 'text': ''}]}, 'header': {'exec_endpoint': '/index'}, 'routes': [{'pod': 'gateway', 'pod_id': 'ea27621d-f9d3-43f1-9a52-2ee5361cacf7', 'start_time': '2021-08-05T15:12:23.650565Z', 'end_time': '2021-08-05T15:12:23.661415Z'}, {'pod': 'pod0/ZEDRuntime', 'pod_id': 'd667a043-bdef-4bdf-a580-ecd22e07a9f0', 'start_time': '2021-08-05T15:12:23.651798Z', 'end_time': '2021-08-05T15:12:23.657732Z'}, {'pod': 'pod1/ZEDRuntime', 'pod_id': '4e9ec04f-e27f-4266-b843-3cedeb95c4bd', 'start_time': '2021-08-05T15:12:23.658621Z', 'end_time': '2021-08-05T15:12:23.660580Z'}, {'pod': 'gateway', 'pod_id': 'c01df0d2-d849-4358-9e9e-d6e26ff91ffe', 'start_time': '2021-08-05T15:12:23.661386Z'}], 'status': {}}
19:12:27,{'request_id': 'fc30bbaf-fcca-463f-96c0-dcd9728b8a74', 'data': {'docs': [{'id': '77478703', 'mime_type': 'text/plain', 'tags': {'delay_pod1': 0.0, 'delay_pod0': 0.0, 'weight_mb': 0.009583473205566406, 'delay_pod2': 0.0}, 'text': ''}]}, 'header': {'exec_endpoint': '/index'}, 'routes': [{'pod': 'gateway', 'pod_id': 'ea27621d-f9d3-43f1-9a52-2ee5361cacf7', 'start_time': '2021-08-05T15:12:25.424917Z', 'end_time': '2021-08-05T15:12:25.463944Z'}, {'pod': 'pod0/ZEDRuntime', 'pod_id': 'd667a043-bdef-4bdf-a580-ecd22e07a9f0', 'start_time': '2021-08-05T15:12:25.426004Z', 'end_time': '2021-08-05T15:12:25.452195Z'}, {'pod': 'pod1/ZEDRuntime', 'pod_id': '4e9ec04f-e27f-4266-b843-3cedeb95c4bd', 'start_time': '2021-08-05T15:12:25.460422Z', 'end_time': '2021-08-05T15:12:25.462458Z'}, {'pod': 'gateway', 'pod_id': 'c01df0d2-d849-4358-9e9e-d6e26ff91ffe', 'start_time': '2021-08-05T15:12:25.463899Z'}], 'status': {}}
19:12:27,{'request_id': '77eb3e41-8e30-47c6-ba5f-8b76d683968c', 'data': {'docs': [{'id': 'f26be570', 'mime_type': 'text/plain', 'tags': {'delay_pod1': 0.0, 'weight_mb': 0.009583473205566406, 'delay_pod0': 0.0, 'delay_pod2': 0.0}, 'text': ''}]}, 'header': {'exec_endpoint': '/index'}, 'routes': [{'pod': 'gateway', 'pod_id': 'ea27621d-f9d3-43f1-9a52-2ee5361cacf7', 'start_time': '2021-08-05T15:12:27.425175Z', 'end_time': '2021-08-05T15:12:27.441950Z'}, {'pod': 'pod0/ZEDRuntime', 'pod_id': 'd667a043-bdef-4bdf-a580-ecd22e07a9f0', 'start_time': '2021-08-05T15:12:27.426381Z', 'end_time': '2021-08-05T15:12:27.437139Z'}, {'pod': 'pod1/ZEDRuntime', 'pod_id': '4e9ec04f-e27f-4266-b843-3cedeb95c4bd', 'start_time': '2021-08-05T15:12:27.438223Z', 'end_time': '2021-08-05T15:12:27.440771Z'}, {'pod': 'gateway', 'pod_id': 'c01df0d2-d849-4358-9e9e-d6e26ff91ffe', 'start_time': '2021-08-05T15:12:27.441885Z'}], 'status': {}}
19:56:37,{'request_id': '971590cf-510c-4376-9fac-11d7cbd88c14', 'data': {'docs': [{'id': '2cde', 'mime_type': 'text/plain', 'tags': {'weight_mb': 0.009583473205566406, 'delay_pod1': 0.0, 'delay_pod2': 0.0, 'delay_pod0': 0.0}, 'text': ''}]}, 'header': {'exec_endpoint': '/index'}, 'routes': [{'pod': 'gateway', 'pod_id': 'ea27621d-f9d3-43f1-9a52-2ee5361cacf7', 'start_time': '2021-08-05T15:56:37.097589Z', 'end_time': '2021-08-05T15:56:37.115314Z'}, {'pod': 'pod0/ZEDRuntime', 'pod_id': 'd667a043-bdef-4bdf-a580-ecd22e07a9f0', 'start_time': '2021-08-05T15:56:37.100736Z', 'end_time': '2021-08-05T15:56:37.110231Z'}, {'pod': 'pod1/ZEDRuntime', 'pod_id': '4e9ec04f-e27f-4266-b843-3cedeb95c4bd', 'start_time': '2021-08-05T15:56:37.111101Z', 'end_time': '2021-08-05T15:56:37.113372Z'}, {'pod': 'gateway', 'pod_id': 'c01df0d2-d849-4358-9e9e-d6e26ff91ffe', 'start_time': '2021-08-05T15:56:37.115291Z'}], 'status': {}}
19:56:37,{'request_id': 'e2cebe5c-a82f-43f5-af89-cd3c655d81ba', 'data': {'docs': [{'id': '4410', 'mime_type': 'text/plain', 'tags': {'weight_mb': 0.009583473205566406, 'delay_pod1': 0.0, 'delay_pod0': 0.0, 'delay_pod2': 0.0}, 'text': ''}]}, 'header': {'exec_endpoint': '/index'}, 'routes': [{'pod': 'gateway', 'pod_id': 'ea27621d-f9d3-43f1-9a52-2ee5361cacf7', 'start_time': '2021-08-05T15:56:37.090310Z', 'end_time': '2021-08-05T15:56:37.108329Z'}, {'pod': 'pod0/ZEDRuntime', 'pod_id': 'd667a043-bdef-4bdf-a580-ecd22e07a9f0', 'start_time': '2021-08-05T15:56:37.091651Z', 'end_time': '2021-08-05T15:56:37.099915Z'}, {'pod': 'pod1/ZEDRuntime', 'pod_id': '4e9ec04f-e27f-4266-b843-3cedeb95c4bd', 'start_time': '2021-08-05T15:56:37.101503Z', 'end_time': '2021-08-05T15:56:37.105509Z'}, {'pod': 'gateway', 'pod_id': 'c01df0d2-d849-4358-9e9e-d6e26ff91ffe', 'start_time': '2021-08-05T15:56:37.108304Z'}], 'status': {}}
19:56:37,{'request_id': 'ebbd6097-35cb-4617-8165-ef94c9390822', 'data': {'docs': [{'id': '4aee', 'mime_type': 'text/plain', 'tags': {'delay_pod2': 0.0, 'delay_pod1': 0.0, 'delay_pod0': 0.0, 'weight_mb': 0.009583473205566406}, 'text': ''}]}, 'header': {'exec_endpoint': '/index'}, 'routes': [{'pod': 'gateway', 'pod_id': 'ea27621d-f9d3-43f1-9a52-2ee5361cacf7', 'start_time': '2021-08-05T15:56:37.103111Z', 'end_time': '2021-08-05T15:56:37.121945Z'}, {'pod': 'pod0/ZEDRuntime', 'pod_id': 'd667a043-bdef-4bdf-a580-ecd22e07a9f0', 'start_time': '2021-08-05T15:56:37.111009Z', 'end_time': '2021-08-05T15:56:37.118333Z'}, {'pod': 'pod1/ZEDRuntime', 'pod_id': '4e9ec04f-e27f-4266-b843-3cedeb95c4bd', 'start_time': '2021-08-05T15:56:37.119198Z', 'end_time': '2021-08-05T15:56:37.120822Z'}, {'pod': 'gateway', 'pod_id': 'c01df0d2-d849-4358-9e9e-d6e26ff91ffe', 'start_time': '2021-08-05T15:56:37.121918Z'}], 'status': {}}
20:08:57,{'request_id': '48212d78-15da-4c6a-aebe-9b6e2f7a09a1', 'data': {'docs': [{'id': 'ff3e', 'mime_type': 'text/plain', 'tags': {'delay_pod1': 0.0, 'delay_pod0': 0.0, 'weight_mb': 0.009583473205566406, 'delay_pod2': 0.0}, 'text': ''}]}, 'header': {'exec_endpoint': '/index'}, 'routes': [{'pod': 'gateway', 'pod_id': 'ea27621d-f9d3-43f1-9a52-2ee5361cacf7', 'start_time': '2021-08-05T16:08:57.182416Z', 'end_time': '2021-08-05T16:08:57.193673Z'}, {'pod': 'pod0/ZEDRuntime', 'pod_id': 'd667a043-bdef-4bdf-a580-ecd22e07a9f0', 'start_time': '2021-08-05T16:08:57.183655Z', 'end_time': '2021-08-05T16:08:57.189767Z'}, {'pod': 'pod1/ZEDRuntime', 'pod_id': '4e9ec04f-e27f-4266-b843-3cedeb95c4bd', 'start_time': '2021-08-05T16:08:57.190822Z', 'end_time': '2021-08-05T16:08:57.192784Z'}, {'pod': 'gateway', 'pod_id': 'c01df0d2-d849-4358-9e9e-d6e26ff91ffe', 'start_time': '2021-08-05T16:08:57.193646Z'}], 'status': {}}
20:08:58,{'request_id': 'c5cc91ac-d9c3-4534-bbc5-dd36048c714b', 'data': {'docs': [{'id': '2201', 'mime_type': 'text/plain', 'tags': {'delay_pod1': 0.0, 'delay_pod2': 0.0, 'weight_mb': 0.009583473205566406, 'delay_pod0': 0.0}, 'text': ''}]}, 'header': {'exec_endpoint': '/index'}, 'routes': [{'pod': 'gateway', 'pod_id': 'ea27621d-f9d3-43f1-9a52-2ee5361cacf7', 'start_time': '2021-08-05T16:08:58.376179Z', 'end_time': '2021-08-05T16:08:58.386669Z'}, {'pod': 'pod0/ZEDRuntime', 'pod_id': 'd667a043-bdef-4bdf-a580-ecd22e07a9f0', 'start_time': '2021-08-05T16:08:58.377296Z', 'end_time': '2021-08-05T16:08:58.382803Z'}, {'pod': 'pod1/ZEDRuntime', 'pod_id': '4e9ec04f-e27f-4266-b843-3cedeb95c4bd', 'start_time': '2021-08-05T16:08:58.383818Z', 'end_time': '2021-08-05T16:08:58.385639Z'}, {'pod': 'gateway', 'pod_id': 'c01df0d2-d849-4358-9e9e-d6e26ff91ffe', 'start_time': '2021-08-05T16:08:58.386638Z'}], 'status': {}}
20:09:00,{'request_id': '04cd7502-fa1d-4c53-9bb9-3a0e87b19946', 'data': {'docs': [{'id': '6b71', 'mime_type': 'text/plain', 'tags': {'weight_mb': 0.009583473205566406, 'delay_pod2': 0.0, 'delay_pod1': 0.0, 'delay_pod0': 0.0}, 'text': ''}]}, 'header': {'exec_endpoint': '/index'}, 'routes': [{'pod': 'gateway', 'pod_id': 'ea27621d-f9d3-43f1-9a52-2ee5361cacf7', 'start_time': '2021-08-05T16:09:00.563131Z', 'end_time': '2021-08-05T16:09:00.591565Z'}, {'pod': 'pod0/ZEDRuntime', 'pod_id': 'd667a043-bdef-4bdf-a580-ecd22e07a9f0', 'start_time': '2021-08-05T16:09:00.566461Z', 'end_time': '2021-08-05T16:09:00.575446Z'}, {'pod': 'pod1/ZEDRuntime', 'pod_id': '4e9ec04f-e27f-4266-b843-3cedeb95c4bd', 'start_time': '2021-08-05T16:09:00.576518Z', 'end_time': '2021-08-05T16:09:00.578328Z'}, {'pod': 'gateway', 'pod_id': 'c01df0d2-d849-4358-9e9e-d6e26ff91ffe', 'start_time': '2021-08-05T16:09:00.591522Z'}], 'status': {}}
